base_timestamp,y_pred_h1,y_pred_h2,y_pred_h3,y_pred_h4,y_pred_h5,y_true_h1,y_true_h2,y_true_h3,y_true_h4,y_true_h5
2018-02-12 15:00:00,8816.979,8825.324,8842.807,8840.808,8849.859,8658.919921875,8760.3203125,8671.1904296875,8546.099609375,8655.7900390625
2018-02-12 16:00:00,8673.707,8668.827,8682.852,8671.11,8674.87,8760.3203125,8671.1904296875,8546.099609375,8655.7900390625,8668.0
2018-02-12 17:00:00,8745.034,8746.256,8753.136,8741.944,8746.093,8671.1904296875,8546.099609375,8655.7900390625,8668.0,8769.990234375
2018-02-12 18:00:00,8657.9795,8659.834,8666.852,8660.566,8660.711,8546.099609375,8655.7900390625,8668.0,8769.990234375,8655.98046875
2018-02-12 19:00:00,8556.662,8548.148,8550.149,8539.443,8542.098,8655.7900390625,8668.0,8769.990234375,8655.98046875,8782.76953125
2018-02-12 20:00:00,8650.396,8646.268,8652.738,8644.641,8644.67,8668.0,8769.990234375,8655.98046875,8782.76953125,8837.9697265625
2018-02-12 21:00:00,8652.291,8655.838,8660.275,8653.746,8661.486,8769.990234375,8655.98046875,8782.76953125,8837.9697265625,8840.0
2018-02-12 22:00:00,8769.243,8771.817,8777.306,8773.008,8780.178,8655.98046875,8782.76953125,8837.9697265625,8840.0,8889.990234375
2018-02-12 23:00:00,8673.414,8660.135,8665.01,8653.515,8664.217,8782.76953125,8837.9697265625,8840.0,8889.990234375,8899.0
2018-02-13 00:00:00,8767.99,8764.371,8771.38,8767.575,8778.85,8837.9697265625,8840.0,8889.990234375,8899.0,8922.1201171875
2018-02-13 01:00:00,8830.539,8831.001,8840.362,8838.553,8850.377,8840.0,8889.990234375,8899.0,8922.1201171875,8760.0
2018-02-13 02:00:00,8856.346,8856.637,8865.583,8868.618,8879.577,8889.990234375,8899.0,8922.1201171875,8760.0,8725.490234375
2018-02-13 03:00:00,8891.742,8895.792,8903.367,8903.703,8910.184,8899.0,8922.1201171875,8760.0,8725.490234375,8754.0
2018-02-13 04:00:00,8923.754,8926.302,8932.383,8934.373,8943.374,8922.1201171875,8760.0,8725.490234375,8754.0,8589.099609375
