base_timestamp,y_pred_h1,y_pred_h2,y_pred_h3,y_pred_h4,y_pred_h5,y_pred_h6,y_pred_h7,y_pred_h8,y_pred_h9,y_pred_h10,y_pred_h11,y_pred_h12,y_pred_h13,y_pred_h14,y_pred_h15,y_pred_h16,y_pred_h17,y_pred_h18,y_pred_h19,y_pred_h20,y_true_h1,y_true_h2,y_true_h3,y_true_h4,y_true_h5,y_true_h6,y_true_h7,y_true_h8,y_true_h9,y_true_h10,y_true_h11,y_true_h12,y_true_h13,y_true_h14,y_true_h15,y_true_h16,y_true_h17,y_true_h18,y_true_h19,y_true_h20
2018-01-22 07:00:00+00:00,13489.04,13227.765,13145.478,15217.905,13791.968,13944.566,15349.443,12306.238,13808.642,13178.108,13434.289,15151.736,13876.025,14039.953,15571.377,12389.396,13616.123,13369.064,13149.984,15288.793,11541.58,11634.09,11473.27,11634.03,11756.5,11753.49,11744.11,11717.95,11303.93,11343.24,10686.69,10739.86,10481.08,10588.91,10630.0,10488.78,10619.5,10399.87,10350.0,10699.97
2018-01-22 08:00:00+00:00,13524.406,13218.539,13260.17,15281.734,13895.277,13923.331,15409.266,12279.049,13614.137,13035.534,13371.477,15120.439,13956.512,14217.487,15576.68,12340.559,13474.386,13275.057,13312.363,15369.695,11634.09,11473.27,11634.03,11756.5,11753.49,11744.11,11717.95,11303.93,11343.24,10686.69,10739.86,10481.08,10588.91,10630.0,10488.78,10619.5,10399.87,10350.0,10699.97,10808.99
2018-01-22 09:00:00+00:00,13607.926,13334.141,13219.513,15313.459,13887.574,13901.695,15411.564,12246.428,13614.736,13029.786,13363.891,15284.391,13888.367,14282.367,15584.199,12262.871,13526.525,13275.029,13318.296,15411.746,11473.27,11634.03,11756.5,11753.49,11744.11,11717.95,11303.93,11343.24,10686.69,10739.86,10481.08,10588.91,10630.0,10488.78,10619.5,10399.87,10350.0,10699.97,10808.99,10808.25
2018-01-22 10:00:00+00:00,13500.367,13453.578,13401.922,15240.996,13892.678,13755.338,15549.8125,12248.3125,13390.037,13155.623,13418.85,15310.396,13939.046,14309.264,15627.719,12193.844,13350.727,13249.282,13334.598,15387.666,11634.03,11756.5,11753.49,11744.11,11717.95,11303.93,11343.24,10686.69,10739.86,10481.08,10588.91,10630.0,10488.78,10619.5,10399.87,10350.0,10699.97,10808.99,10808.25,10725.91
2018-01-22 11:00:00+00:00,13617.532,13436.951,13336.927,15200.775,13908.846,13913.279,15526.93,12278.492,13356.401,12952.432,13283.199,15252.318,13973.754,14335.857,15746.43,12304.8545,13437.678,13247.485,13310.702,15333.469,11756.5,11753.49,11744.11,11717.95,11303.93,11343.24,10686.69,10739.86,10481.08,10588.91,10630.0,10488.78,10619.5,10399.87,10350.0,10699.97,10808.99,10808.25,10725.91,10780.0
2018-01-22 12:00:00+00:00,13721.27,13572.404,13496.238,15374.963,13819.802,13851.012,15497.773,12378.492,13367.617,13071.039,13119.903,15524.418,13930.513,14103.852,15471.857,12239.803,13503.163,13360.717,13320.806,15388.977,11753.49,11744.11,11717.95,11303.93,11343.24,10686.69,10739.86,10481.08,10588.91,10630.0,10488.78,10619.5,10399.87,10350.0,10699.97,10808.99,10808.25,10725.91,10780.0,10850.0
2018-01-22 13:00:00+00:00,13837.749,13476.223,13564.834,15244.713,13757.945,13825.553,15542.035,12431.274,13525.249,13056.839,13013.918,15412.998,13946.985,13934.484,15335.369,12178.709,13619.521,13612.303,13155.479,15527.121,11744.11,11717.95,11303.93,11343.24,10686.69,10739.86,10481.08,10588.91,10630.0,10488.78,10619.5,10399.87,10350.0,10699.97,10808.99,10808.25,10725.91,10780.0,10850.0,10631.21
2018-01-22 14:00:00+00:00,13848.252,13462.059,13501.959,15271.658,13743.172,13916.213,15680.543,12448.241,13482.198,13101.624,12929.244,15322.965,13965.477,13997.3955,15291.336,12075.544,13729.826,13498.85,13352.438,15452.523,11717.95,11303.93,11343.24,10686.69,10739.86,10481.08,10588.91,10630.0,10488.78,10619.5,10399.87,10350.0,10699.97,10808.99,10808.25,10725.91,10780.0,10850.0,10631.21,10439.15
2018-01-22 15:00:00+00:00,13778.945,13373.495,13467.426,15247.672,13679.877,13934.156,15638.113,12356.488,13462.109,13244.223,13137.87,15241.266,13888.666,14069.949,15276.527,12160.158,13828.893,13443.655,13315.513,15481.24,11303.93,11343.24,10686.69,10739.86,10481.08,10588.91,10630.0,10488.78,10619.5,10399.87,10350.0,10699.97,10808.99,10808.25,10725.91,10780.0,10850.0,10631.21,10439.15,10350.0
2018-01-22 16:00:00+00:00,13592.722,13173.281,13365.408,15214.303,13724.928,14038.441,15573.83,12295.359,13406.606,13264.693,13211.57,15357.035,13918.801,14016.492,15316.451,12140.377,13714.888,13315.832,13204.407,15428.145,11343.24,10686.69,10739.86,10481.08,10588.91,10630.0,10488.78,10619.5,10399.87,10350.0,10699.97,10808.99,10808.25,10725.91,10780.0,10850.0,10631.21,10439.15,10350.0,10310.0
2018-01-22 17:00:00+00:00,13576.594,13102.561,13321.667,15223.744,13704.63,14128.73,15563.701,12231.227,13446.717,13236.535,13191.586,15339.057,13864.637,13982.635,15375.205,12238.753,13709.537,13340.041,13198.581,15371.461,10686.69,10739.86,10481.08,10588.91,10630.0,10488.78,10619.5,10399.87,10350.0,10699.97,10808.99,10808.25,10725.91,10780.0,10850.0,10631.21,10439.15,10350.0,10310.0,10729.1
