base_timestamp,horizon_step,forecast_timestamp,y_pred,y_true
2018-01-22 07:00:00+00:00,1,2018-01-22 08:00:00+00:00,11617.50390625,11541.580078125
2018-01-22 07:00:00+00:00,2,2018-01-22 09:00:00+00:00,11516.482421875,11634.08984375
2018-01-22 07:00:00+00:00,3,2018-01-22 10:00:00+00:00,11566.9931640625,11473.26953125
2018-01-22 08:00:00+00:00,1,2018-01-22 09:00:00+00:00,11512.5517578125,11634.08984375
2018-01-22 08:00:00+00:00,2,2018-01-22 10:00:00+00:00,11512.5517578125,11473.26953125
2018-01-22 08:00:00+00:00,3,2018-01-22 11:00:00+00:00,11361.0703125,11634.0302734375
2018-01-22 09:00:00+00:00,1,2018-01-22 10:00:00+00:00,11609.4599609375,11473.26953125
2018-01-22 09:00:00+00:00,2,2018-01-22 11:00:00+00:00,11609.4599609375,11634.0302734375
2018-01-22 09:00:00+00:00,3,2018-01-22 12:00:00+00:00,11508.5078125,11756.5
2018-01-22 10:00:00+00:00,1,2018-01-22 11:00:00+00:00,11504.4208984375,11634.0302734375
2018-01-22 10:00:00+00:00,2,2018-01-22 12:00:00+00:00,11403.50390625,11756.5
2018-01-22 10:00:00+00:00,3,2018-01-22 13:00:00+00:00,11353.0458984375,11753.490234375
2018-01-22 11:00:00+00:00,1,2018-01-22 12:00:00+00:00,11601.541015625,11756.5
2018-01-22 11:00:00+00:00,2,2018-01-22 13:00:00+00:00,11803.3076171875,11753.490234375
2018-01-22 11:00:00+00:00,3,2018-01-22 14:00:00+00:00,11853.7490234375,11744.1103515625
2018-01-22 12:00:00+00:00,1,2018-01-22 13:00:00+00:00,11799.75,11753.490234375
2018-01-22 12:00:00+00:00,2,2018-01-22 14:00:00+00:00,11799.75,11744.1103515625
2018-01-22 12:00:00+00:00,3,2018-01-22 15:00:00+00:00,11799.75,11717.9501953125
2018-01-22 13:00:00+00:00,1,2018-01-22 14:00:00+00:00,11796.541015625,11744.1103515625
2018-01-22 13:00:00+00:00,2,2018-01-22 15:00:00+00:00,11746.12890625,11717.9501953125
2018-01-22 13:00:00+00:00,3,2018-01-22 16:00:00+00:00,11645.3046875,11303.9296875
2018-01-22 14:00:00+00:00,1,2018-01-22 15:00:00+00:00,11793.8427734375,11717.9501953125
2018-01-22 14:00:00+00:00,2,2018-01-22 16:00:00+00:00,11793.8427734375,11303.9296875
2018-01-22 14:00:00+00:00,3,2018-01-22 17:00:00+00:00,11793.841796875,11343.240234375
2018-01-22 15:00:00+00:00,1,2018-01-22 16:00:00+00:00,11740.587890625,11303.9296875
2018-01-22 15:00:00+00:00,2,2018-01-22 17:00:00+00:00,11740.587890625,11343.240234375
2018-01-22 15:00:00+00:00,3,2018-01-22 18:00:00+00:00,11841.365234375,10686.6904296875
2018-01-22 16:00:00+00:00,1,2018-01-22 17:00:00+00:00,11283.595703125,11343.240234375
2018-01-22 16:00:00+00:00,2,2018-01-22 18:00:00+00:00,11333.96875,10686.6904296875
2018-01-22 16:00:00+00:00,3,2018-01-22 19:00:00+00:00,11283.595703125,10739.8603515625
2018-01-22 17:00:00+00:00,1,2018-01-22 18:00:00+00:00,11380.5341796875,10686.6904296875
2018-01-22 17:00:00+00:00,2,2018-01-22 19:00:00+00:00,11380.5341796875,10739.8603515625
2018-01-22 17:00:00+00:00,3,2018-01-22 20:00:00+00:00,11481.2470703125,10481.080078125
2018-01-22 18:00:00+00:00,1,2018-01-22 19:00:00+00:00,10671.1689453125,10739.8603515625
2018-01-22 18:00:00+00:00,2,2018-01-22 20:00:00+00:00,10520.162109375,10481.080078125
2018-01-22 18:00:00+00:00,3,2018-01-22 21:00:00+00:00,10469.826171875,10588.91015625
2018-01-22 19:00:00+00:00,1,2018-01-22 20:00:00+00:00,10867.662109375,10481.080078125
2018-01-22 19:00:00+00:00,2,2018-01-22 21:00:00+00:00,10917.974609375,10588.91015625
2018-01-22 19:00:00+00:00,3,2018-01-22 22:00:00+00:00,10968.2880859375,10630.0
2018-01-22 20:00:00+00:00,1,2018-01-22 21:00:00+00:00,10460.4208984375,10588.91015625
2018-01-22 20:00:00+00:00,2,2018-01-22 22:00:00+00:00,10561.001953125,10630.0
