base_timestamp,y_pred_h1,y_pred_h2,y_pred_h3,y_pred_h4,y_pred_h5,y_true_h1,y_true_h2,y_true_h3,y_true_h4,y_true_h5
2018-01-22 07:00:00+00:00,13489.04,13227.765,13145.478,15217.905,13791.968,11541.58,11634.09,11473.27,11634.03,11756.5
2018-01-22 08:00:00+00:00,13524.406,13218.539,13260.17,15281.734,13895.277,11634.09,11473.27,11634.03,11756.5,11753.49
2018-01-22 09:00:00+00:00,13607.926,13334.141,13219.513,15313.459,13887.574,11473.27,11634.03,11756.5,11753.49,11744.11
2018-01-22 10:00:00+00:00,13500.367,13453.578,13401.922,15240.996,13892.678,11634.03,11756.5,11753.49,11744.11,11717.95
2018-01-22 11:00:00+00:00,13617.532,13436.951,13336.927,15200.775,13908.846,11756.5,11753.49,11744.11,11717.95,11303.93
2018-01-22 12:00:00+00:00,13721.27,13572.404,13496.238,15374.963,13819.802,11753.49,11744.11,11717.95,11303.93,11343.24
2018-01-22 13:00:00+00:00,13837.749,13476.223,13564.834,15244.713,13757.945,11744.11,11717.95,11303.93,11343.24,10686.69
2018-01-22 14:00:00+00:00,13848.252,13462.059,13501.959,15271.658,13743.172,11717.95,11303.93,11343.24,10686.69,10739.86
2018-01-22 15:00:00+00:00,13778.945,13373.495,13467.426,15247.672,13679.877,11303.93,11343.24,10686.69,10739.86,10481.08
2018-01-22 16:00:00+00:00,13592.722,13173.281,13365.408,15214.303,13724.928,11343.24,10686.69,10739.86,10481.08,10588.91
2018-01-22 17:00:00+00:00,13576.594,13102.561,13321.667,15223.744,13704.63,10686.69,10739.86,10481.08,10588.91,10630.0
2018-01-22 18:00:00+00:00,13467.779,13070.683,13316.673,15235.941,13869.055,10739.86,10481.08,10588.91,10630.0,10488.78
2018-01-22 19:00:00+00:00,13396.902,12945.725,13188.199,15236.01,13920.131,10481.08,10588.91,10630.0,10488.78,10619.5
2018-01-22 20:00:00+00:00,13288.061,13017.759,13004.268,15471.625,13967.127,10588.91,10630.0,10488.78,10619.5,10399.87
2018-01-22 21:00:00+00:00,13284.002,13049.449,12962.074,15379.553,14000.41,10630.0,10488.78,10619.5,10399.87,10350.0
2018-01-22 22:00:00+00:00,13283.504,13122.902,12893.277,15302.615,13913.996,10488.78,10619.5,10399.87,10350.0,10699.97
2018-01-22 23:00:00+00:00,13407.191,13248.502,13030.58,15259.867,13786.412,10619.5,10399.87,10350.0,10699.97,10808.99
2018-01-23 00:00:00+00:00,13459.323,13270.857,13099.958,15335.174,13762.635,10399.87,10350.0,10699.97,10808.99,10808.25
2018-01-23 01:00:00+00:00,13480.622,13262.584,13064.727,15289.66,13710.047,10350.0,10699.97,10808.99,10808.25,10725.91
2018-01-23 02:00:00+00:00,13381.348,13394.211,13073.75,15317.875,13704.472,10699.97,10808.99,10808.25,10725.91,10780.0
2018-01-23 03:00:00+00:00,13433.418,13355.719,13160.27,15275.59,13648.539,10808.99,10808.25,10725.91,10780.0,10850.0
2018-01-23 04:00:00+00:00,13578.656,13355.766,13262.222,15296.414,13580.449,10808.25,10725.91,10780.0,10850.0,10631.21
2018-01-23 05:00:00+00:00,13703.514,13399.473,13227.992,15364.232,13517.591,10725.91,10780.0,10850.0,10631.21,10439.15
2018-01-23 06:00:00+00:00,13683.776,13339.637,13408.18,15361.141,13468.842,10780.0,10850.0,10631.21,10439.15,10350.0
2018-01-23 07:00:00+00:00,13664.708,13333.742,13279.884,15318.021,13505.274,10850.0,10631.21,10439.15,10350.0,10310.0
2018-01-23 08:00:00+00:00,13515.17,13166.514,13064.163,15226.299,13519.138,10631.21,10439.15,10350.0,10310.0,10729.1
2018-01-23 09:00:00+00:00,13538.037,13164.417,13033.406,15140.492,13590.393,10439.15,10350.0,10310.0,10729.1,10524.44
2018-01-23 10:00:00+00:00,13534.362,13070.589,13028.29,15186.592,13500.882,10350.0,10310.0,10729.1,10524.44,10362.39
2018-01-23 11:00:00+00:00,13557.492,13024.93,12936.828,15417.363,13545.268,10310.0,10729.1,10524.44,10362.39,10196.47
